Latitude,Month,Year,LANCE,Trawl,N,Length,Sex,PSEUDAN,MAZOCRAES,LECITH,PARAHEM,HYSTER,CONTRAC,ANISAK.,TERRAN,CORYNOS,SCOLEX,Psudophyll,Bothrioceph.,NOTHOBOM
36,4,94,L12,1,68,94,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,69,91,F,0,0,5,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,70,100,F,0,0,1,0,0,0,0,0,0,3,0,0,0
36,4,94,L12,1,71,136,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,72,126,F,0,0,1,1,0,0,0,0,0,9,0,0,0
36,4,94,L12,1,73,107,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,74,93,F,0,0,0,1,0,0,0,0,0,2,0,0,0
36,4,94,L12,1,75,95,F,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,76,83,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,77,102,M,0,0,1,0,0,1,0,0,0,0,0,0,0
36,4,94,L12,1,78,91,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,79,102,F,0,0,1,0,0,0,0,0,0,43,0,0,1
36,4,94,L12,1,80,93,F,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,81,89,F,0,0,1,0,0,0,0,0,0,3,0,0,0
36,4,94,L12,1,82,88,F,0,0,4,0,0,0,0,0,0,5,0,0,0
36,4,94,L12,1,83,123,F,0,0,0,0,1,0,0,0,0,1,0,0,0
36,4,94,L12,1,84,116,M,0,0,2,0,0,0,0,0,0,3,0,0,0
36,4,94,L12,1,85,91,F,0,0,7,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,86,94,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,87,91,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,88,88,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,89,94,F,0,0,0,0,0,0,0,0,0,2,0,0,0
36,4,94,L12,1,90,91,F,0,0,1,0,0,0,0,0,0,1,0,0,0
36,4,94,L12,1,91,84,M,0,0,5,0,0,0,0,0,0,1,0,0,0
36,4,94,L12,1,92,88,F,0,0,0,0,0,0,0,0,0,2,0,0,0
36,4,94,L12,1,93,122,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,94,93,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,95,93,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,96,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,97,92,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,98,107,M,0,0,9,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,99,93,M,0,0,4,0,0,0,0,0,0,2,0,0,0
36,4,94,L12,1,100,83,M,0,0,0,1,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,101,92,F,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,102,96,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,103,86,F,0,0,2,0,0,0,0,0,0,2,0,0,0
36,4,94,L12,1,104,91,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,105,93,F,0,0,0,0,0,0,0,0,0,1,0,0,0
36,4,94,L12,1,106,98,F,0,0,1,0,0,0,0,0,0,1,0,0,0
36,4,94,L12,1,107,100,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,108,86,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,109,93,F,0,0,2,0,0,0,0,0,0,2,0,0,0
36,4,94,L12,1,110,91,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,111,89,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L12,1,112,84,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,1,125,F,0,0,14,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,2,131,F,0,0,0,0,0,0,0,0,0,2,0,0,0
36,4,94,L16,2,3,126,F,0,0,0,0,0,0,0,0,0,1,0,0,0
36,4,94,L16,2,4,118,F,0,0,4,0,2,0,0,0,0,11,0,0,0
36,4,94,L16,2,5,110,M,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,6,121,M,0,0,1,0,0,1,0,0,0,0,0,0,0
36,4,94,L16,2,7,121,M,0,0,1,0,0,1,0,0,1,0,0,0,0
36,4,94,L16,2,8,118,F,0,0,3,0,0,1,0,0,0,1,0,0,0
36,4,94,L16,2,9,120,F,0,0,2,0,1,1,0,0,0,3,0,0,0
36,4,94,L16,2,10,116,F,0,0,0,0,0,0,0,0,0,7,0,0,0
36,4,94,L16,2,11,122,M,0,0,1,0,0,1,0,0,0,3,0,0,0
36,4,94,L16,2,12,118,F,0,0,1,0,0,2,0,0,0,0,0,0,0
36,4,94,L16,2,13,122,F,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,14,125,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,15,117,M,0,0,0,0,0,2,0,0,0,1,0,0,0
36,4,94,L16,2,16,116,M,0,0,0,0,0,0,0,0,0,2,0,0,0
36,4,94,L16,2,17,125,F,0,0,10,0,0,1,0,0,0,3,0,0,0
36,4,94,L16,2,18,124,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,19,124,F,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,20,123,M,0,0,2,0,0,0,0,0,0,9,0,0,0
36,4,94,L16,2,21,118,M,0,0,1,0,0,0,0,0,0,11,0,0,0
36,4,94,L16,2,22,116,M,0,0,22,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,23,119,M,0,0,1,0,0,0,0,0,0,6,0,0,0
36,4,94,L16,2,24,128,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,25,126,M,0,0,1,0,0,0,0,0,0,3,0,0,0
36,4,94,L16,2,26,122,M,0,0,13,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,27,120,F,0,0,0,0,1,0,0,0,0,0,0,0,0
36,4,94,L16,2,28,122,M,0,0,4,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,29,118,F,0,0,5,0,0,1,0,0,0,0,0,0,0
36,4,94,L16,2,30,121,M,0,0,0,0,0,1,0,0,0,0,0,0,0
36,4,94,L16,2,31,115,F,0,0,3,0,0,0,0,0,0,1,0,0,0
36,4,94,L16,2,32,123,F,1,0,0,0,0,1,0,0,0,2,0,0,0
36,4,94,L16,2,33,115,M,0,0,4,0,0,0,0,0,0,16,0,0,0
36,4,94,L16,2,34,125,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,35,140,F,0,0,8,0,0,0,0,0,0,5,0,0,0
36,4,94,L16,2,36,118,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,37,112,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,38,116,F,0,0,0,0,0,0,0,0,0,3,0,0,0
36,4,94,L16,2,39,120,M,1,0,0,0,0,1,0,0,0,0,0,0,0
36,4,94,L16,2,40,109,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,41,128,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,42,124,M,0,0,2,0,0,1,0,0,0,1,0,0,0
36,4,94,L16,2,43,116,F,0,0,0,0,0,0,0,0,0,2,0,0,0
36,4,94,L16,2,44,108,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,45,121,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,46,116,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,47,117,M,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,48,108,F,0,0,4,0,0,0,0,0,0,2,0,0,1
36,4,94,L16,2,49,112,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L16,2,50,112,M,0,0,0,0,1,0,0,0,0,0,0,0,0
36,4,94,L16,2,51,110,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,1,78,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,2,76,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,3,76,F,0,0,0,0,0,0,0,0,0,1,0,0,0
36,4,94,L18,3,4,92,F,0,0,5,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,5,78,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,6,86,M,0,0,2,1,0,0,0,0,0,1,0,0,0
36,4,94,L18,3,7,74,M,0,0,0,1,0,0,0,0,0,1,0,0,0
36,4,94,L18,3,8,81,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,9,79,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,10,75,F,0,0,1,0,0,0,0,0,0,18,0,0,0
36,4,94,L18,3,11,71,M,0,0,0,0,0,0,0,0,0,45,0,0,0
36,4,94,L18,3,12,75,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,13,84,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,14,77,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,15,77,M,0,0,1,0,0,0,0,0,0,1,0,0,0
36,4,94,L18,3,16,85,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,17,77,F,0,0,2,0,0,0,0,0,0,3,0,0,0
36,4,94,L18,3,18,83,F,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,19,80,F,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,20,78,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,21,77,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,22,84,F,0,0,3,0,0,0,0,0,0,1,0,0,0
36,4,94,L18,3,23,76,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,24,74,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,25,81,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,26,93,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,27,71,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,28,73,F,0,0,0,0,0,0,0,0,0,0,0,0,1
36,4,94,L18,3,29,76,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,30,70,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,31,91,F,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,32,85,F,0,0,0,0,0,0,0,0,0,1,0,0,0
36,4,94,L18,3,33,78,F,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,34,78,M,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,35,89,M,0,0,2,0,0,0,0,0,0,5,0,0,0
36,4,94,L18,3,36,82,F,0,0,1,2,0,0,0,0,0,4,0,0,0
36,4,94,L18,3,37,77,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,38,78,F,0,0,0,1,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,39,78,M,0,0,1,0,0,0,0,0,0,3,0,0,0
36,4,94,L18,3,40,75,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,41,90,F,0,0,0,0,0,0,0,0,0,1,0,0,0
36,4,94,L18,3,42,75,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,43,76,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,44,82,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,45,78,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,46,81,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,47,72,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,48,76,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,49,77,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,50,79,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,51,73,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,52,78,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,53,80,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,54,77,F,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,55,75,F,0,0,0,1,0,0,0,0,0,30,0,0,0
36,4,94,L18,3,56,74,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,57,76,F,0,0,1,1,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,58,71,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,59,86,F,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,60,82,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,61,83,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,62,67,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,63,85,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,64,82,F,0,0,4,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,65,83,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,66,84,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,67,85,F,0,0,1,0,0,0,0,0,0,6,0,0,0
36,4,94,L18,3,68,84,M,0,0,1,0,0,0,0,0,0,0,0,0,1
36,4,94,L18,3,69,84,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,70,89,F,0,0,1,0,1,0,0,0,0,0,0,0,0
36,4,94,L18,3,71,81,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,72,91,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,73,86,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,74,86,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,75,83,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,76,84,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,77,83,F,0,0,4,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,78,85,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,79,86,F,0,0,1,0,0,0,0,0,0,5,0,0,0
36,4,94,L18,3,80,84,F,0,0,11,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,81,84,F,0,0,2,1,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,82,82,F,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,83,85,F,0,0,0,0,0,0,0,0,0,2,0,0,0
36,4,94,L18,3,84,87,F,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,85,82,F,0,0,1,0,0,0,0,0,0,2,0,0,0
36,4,94,L18,3,86,88,F,0,0,5,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,87,88,M,0,0,3,0,0,0,0,0,0,5,0,0,0
36,4,94,L18,3,88,84,M,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,89,69,M,0,0,0,0,0,0,0,0,0,3,0,0,0
36,4,94,L18,3,90,69,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,91,67,F,0,0,1,0,0,0,0,0,0,15,0,0,1
36,4,94,L18,3,92,67,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,93,66,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,94,67,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,95,99,F,0,0,2,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,96,68,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,97,66,F,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,98,68,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,99,67,F,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,100,67,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,101,69,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,102,65,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,103,65,M,0,0,0,0,0,0,0,0,0,2,0,0,0
36,4,94,L18,3,104,68,F,0,2,0,0,0,0,0,0,0,4,0,0,0
36,4,94,L18,3,105,69,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,106,67,M,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,107,67,F,0,0,2,0,0,0,0,0,0,1,0,0,0
36,4,94,L18,3,108,66,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,109,69,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,110,69,F,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,111,67,M,0,0,1,0,0,0,0,0,0,0,0,0,0
36,4,94,L18,3,112,68,F,0,0,0,0,0,0,0,0,0,2,0,0,0
34,4,94,L3,4,1,113,F,0,0,6,0,0,1,0,0,0,11,0,0,0
34,4,94,L3,4,2,118,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,3,91,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,4,116,F,0,0,0,0,0,2,0,0,0,0,0,0,0
34,4,94,L3,4,5,124,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,6,114,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,7,112,M,0,0,3,0,1,0,0,0,0,0,0,0,0
34,4,94,L3,4,8,108,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,9,112,F,0,0,2,1,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,10,85,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,11,123,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,12,109,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,13,109,M,0,0,0,0,0,0,0,0,0,2,0,0,0
34,4,94,L3,4,14,111,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,15,78,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,16,125,M,0,0,2,0,0,1,0,0,0,0,0,0,0
34,4,94,L3,4,17,112,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,18,85,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,19,123,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,20,121,F,0,0,8,0,0,1,0,0,0,0,0,0,0
34,4,94,L3,4,21,118,M,0,0,1,1,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,22,111,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,23,112,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,24,114,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,25,71,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,26,112,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,27,108,F,0,0,0,0,0,0,0,0,0,1,0,0,0
34,4,94,L3,4,28,118,M,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,29,111,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,30,121,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,31,119,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,32,113,F,0,0,1,0,0,1,0,0,0,0,0,0,0
34,4,94,L3,4,33,112,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,34,107,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,35,111,F,0,0,4,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,36,111,F,0,0,0,0,0,0,0,0,0,1,0,0,0
34,4,94,L3,4,37,113,M,0,0,7,0,0,1,0,0,0,0,0,0,0
34,4,94,L3,4,38,112,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,39,82,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,40,83,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,41,122,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,42,112,M,0,0,2,1,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,43,117,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,44,115,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,45,118,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,46,101,F,0,0,4,0,0,0,0,0,0,0,0,0,0
